,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,93.64160891312174,87.56508271590576,24.168838829800077,27.254725480090944,66.92983947894034,69.21158566676729,80.1700628894026,41.764087913029705,92.943357216981,74.78634657777039,68.28083359307976,13.819788667044318,39.89202691964062,13.03281152576888,96.09435767941739,91.92486867746467,24.649745949641353,45.24032158117511,50.616004944678885,69.70136712605527,40.25116699889851,62.10544351400677,31.892848587124885,70.11605998388629,63.35211749582532,56.77243260318728,88.20378442339768,41.061303188117655,14.735549815289989,79.46016384667412,51.60191333535609,85.20825969974764,43.10595252166099,74.03418736488615,44.6122809506162,52.86135476139399,87.03410064212457,20.498848773121743,98.23644374151465,29.77994876480198,18.036556106961907,18.24673128848956,85.47291851084474,85.23267640839848,61.775499411475394,46.61741263229343,96.86105793982685,11.936667342788967,57.43911873513528,63.136815374197,43.36112086164683,11.23691532238487,46.94518585192367,85.64987734544374,65.60776733754804,82.7095356553769,78.42167049718243,10.376721124048387,40.128434560129314,41.33325336026951,95.4989638516842,11.771319227489665,87.62011276043654,80.55932428880728,63.29353247055068,91.75299468131435,96.61983600102975,60.749089452322515,20.409577189602604,99.3939157483112,29.54770659086831,66.74148209252505,39.187849076939905,67.03473003639543,30.549984687103766,36.64685482263402,54.532075192621356,45.68741656514908,100.62696450936096,83.7121464248099,78.05973729618374,55.94177101847157,32.34025542776037,17.26106899862372,83.78627370721371,67.89198581752217,26.931827505135452,26.918134942001114,58.681786798628266,24.59513219880256,31.77826187057542,65.87548142163432,14.749352436548925,13.664698019743923,76.32931244143037,16.058984649444593,48.58150468935376,81.40986844028458,21.56981876751902,79.12015667813303
1,87.80229726677442,13.42807242964651,61.09815513629268,90.95524297118027,10.604353570883319,44.9114731829317,16.970012761843726,78.36280062147932,25.257975865092163,94.92214107875076,11.065219432633622,73.26793983327092,95.91210521460195,71.81580699320526,56.51751514650952,13.413795003891671,32.61060544852562,67.62920233202729,88.65699056055848,92.21124027912398,35.82170993156439,60.81378607751279,31.26846543129571,42.31800775332127,96.84725808761881,20.210515509197432,63.707740739075625,79.34190667859603,75.41038751321425,59.00779003252862,40.863154939054304,18.36172315201768,31.871940998024403,100.4498528283304,67.22125371155063,25.0172177658379,84.41467024906065,72.42569922441926,61.77500521295802,18.48995003367469,75.52880434412866,80.46445789264197,78.37688381551106,28.115105802975265,70.55093558030474,91.19965866846522,23.93168631461288,10.227410595994904,10.356392479651355,40.887176262941736,12.626545306606996,90.52883786011672,54.88183157648458,63.429575886120105,95.66846455800172,33.26269376782776,97.56338875697104,24.449558662086623,58.12619202236678,85.34385033299446,80.74977476073794,53.19451305447589,74.78447120298782,16.384904278002104,26.600830556606454,48.066808719558466,85.84761122618536,64.46460080656539,63.393403412838836,64.59064992790594,64.90797682257951,94.97516337003583,96.06355772976711,18.71414342030236,18.987758586447644,56.59297156804269,92.00116266139882,16.68514546686307,55.79306007790779,30.323179277671446,42.62837973949613,56.422472221880696,23.415280087480472,82.01328047771484,59.292498545932204,77.84696245543222,100.01615425044851,13.780058304843525,71.5461387649465,57.090459076640485,95.08157174069474,33.11459971842267,93.60833412214602,49.34740623503786,14.286918632324243,23.596504499656696,74.26267953430583,70.03450443519112,27.04195495897822,27.683642781780392
2,84.65466314968761,60.05802502220341,88.80990775904436,81.60715917921353,86.6312305135929,16.87431876772138,98.22721424651782,30.724405323104545,41.66395094587714,82.75182684677819,49.28885315440578,40.139397111279685,68.40405112967342,40.96367411547689,16.364800786548976,10.792921090186317,88.11137681503479,67.10801944515572,56.91366011244225,21.186226135801775,74.30365798739513,60.63713878932209,88.59164605963697,24.19824434252806,18.880966936611486,97.84787957632732,89.67498144035997,44.92371715711516,51.53923846324087,62.57661761121125,62.6397267830369,43.48644399669271,29.119560990881887,62.05112180966225,100.80012885014844,70.73379120895999,99.5827756686073,49.32049120513025,93.46567074838117,88.55508524427262,43.08436925482511,74.95932339098466,97.16424468871871,34.19485197434524,99.8150801350984,21.47344294488235,43.43016499217293,26.897039976584132,74.24836886401877,17.48965398441631,60.48554003060505,81.43745487084556,56.01379904771274,23.325421986347497,66.51418162565145,47.2661471163216,80.371866489787,53.18558770866897,98.24310304553208,12.72653081181773,47.31887373292803,83.26366774533848,97.0696025932965,52.20149989019236,78.13960997543244,60.77582662039157,24.606588001981653,90.268363750754,64.09100625587048,46.07706191809886,76.10160912695909,61.0447747647449,69.28520631733709,26.18207319094257,11.696248668774697,74.63270536651468,45.366438442344624,91.37392843068666,64.64413761361985,44.87788193422899,44.93258034764973,35.958596770838476,11.633632628217887,51.801999761075166,87.47895375088797,85.428122788998,81.11498132482889,23.12248505442585,29.52970657705231,20.736319690311944,66.12650937633585,33.92165660510539,15.982189529393713,90.5354782036131,25.00657141002145,75.90943594508627,62.79637801094487,70.13893424798175,79.70625549845397,77.81077099621157
3,59.978794669177695,65.38171488463676,73.03631967582305,48.29471199242701,62.141822527202066,88.73408402011309,13.285124747979987,96.24120266816317,86.03867941050187,87.62361744277807,98.84790784793772,94.79091579438102,64.51156504753115,47.95502307794272,90.65871563771341,81.23637243417521,28.501538130222585,72.86081622361031,21.10771402097623,80.27656245230278,49.02156822133787,99.23797485076726,87.92094725998828,21.756999257615902,29.642551611692678,62.076543548434934,43.3263500179216,97.37322480152713,12.632835549819115,14.13896409987964,75.83021433351568,53.190029724962756,44.119322586666804,37.42194290115925,80.7401341445937,79.15372637508105,63.8776477744418,74.71215844473855,71.60052782035753,64.91752609294072,17.151046695693882,87.7269530970747,58.75569371221527,77.44637924118044,94.58270604583275,38.59440786698105,10.391371645668485,12.228448151607642,44.01525101929689,42.28821300890043,50.68236908432244,59.76589785949627,38.08325477903919,21.26459016935129,56.436580070011296,49.01101307527801,60.21676296532911,12.800634883093423,19.721260461911683,28.093554791497244,21.80590991008421,41.5113814231496,90.73640616657575,43.81369898966527,86.90308747221306,14.719000051346663,82.26878928863624,91.89626974410827,99.97626457358389,36.599801085242234,26.75337454391524,99.27355285286018,14.172682782518505,24.37267808704744,46.5871111112158,70.10002221458724,83.88297835195841,87.69919142030562,39.39042107301062,62.38279892559375,75.514791796708,33.42928751475603,32.296330336994366,63.830190202613444,74.08656604766449,77.56547849549978,89.06676778317403,32.87605830120683,29.170073238619132,96.35225301454561,51.48110047085406,74.11630515780797,54.52585968596852,36.552645559445594,24.383819513759537,20.303036886084378,90.12664613902393,56.036807536444,100.16824015183762,41.357478472847795
4,88.20408471691663,21.163714281482033,18.011156461047353,53.61913944765358,90.4336190132525,38.88548934172016,32.99637162727722,40.544150483625266,41.003413608007286,30.153746594388128,64.17258089946321,72.93282828163696,90.29963486288666,42.7311867393746,30.38271380424784,35.50302563506872,26.745673492732024,45.14171612294623,31.79968295016655,78.32503382425604,84.55890508036005,76.45860825039162,84.88342565775756,76.89059230567742,70.7778386564498,14.37305106514169,83.57373496536638,83.15981118850866,89.19155454639208,68.91178267508833,87.29312108599883,18.120857044007973,20.69811992969875,61.40829600101143,82.508375268169,96.85137387210325,80.7058564553512,92.53391219475765,54.64896784377208,23.286755580378784,18.406666228198116,62.91240824472032,17.039622488792617,57.597450441429956,17.506149551922594,83.51662444707543,30.27071993913257,91.53306100374537,50.60126340513498,96.78737163819964,100.23646191304444,86.06923820894482,38.329924992616384,97.72790278523381,79.4078068046377,19.128520974375604,86.31159855690022,47.00161468444722,21.21946572130218,64.78303130154671,51.38391688255006,26.455143162992094,45.68366667086192,30.569153879122656,70.06999496623013,57.59844258871483,25.2638439429795,44.67464371875347,97.45843440114194,64.51957894978186,83.92097647389541,90.18171846621081,34.538615658474114,99.07733115076041,80.96453370123753,12.82443118635662,95.76641789861065,52.44079573254544,51.31632454208881,18.993527855546645,61.04270326025577,74.85441427303364,50.10100596184543,81.35491760609222,54.947615485385384,95.80801940684103,43.78471612136735,11.287720274558712,80.35136990120446,59.7579419763723,99.02800548116686,36.058908380919206,82.188704462882,71.6038672760562,21.867486973197128,43.6251306395839,23.17791518657127,78.37449652275062,43.18459467662293,40.584189130572305
5,75.25132573775619,40.09795854572039,99.64965770104736,80.7140941937522,54.96864041067465,97.11643278954152,75.61908940561017,98.89060201340787,10.65390492052069,100.75208954469247,25.448638882077915,54.4655938165396,27.78575450235368,53.85821387911469,48.939701586479906,25.33720926965409,27.413490338107692,13.12711697806128,28.561376381088635,91.63656667974807,50.610240242940314,90.68156856016432,82.87765074168644,41.11612483585572,96.1671982753724,100.58858004381956,84.49803556818755,23.528723219025178,47.532985559715456,26.610067008657627,21.655983665295548,12.922684875787871,66.35264388365201,80.6318614350442,90.82598832997755,42.21344170129643,48.97527475826129,42.205396421119744,75.85941765762368,71.6003244240852,83.11844815506173,72.54561883775274,90.43971454621543,39.13813900054075,64.77025199983275,32.93585746509942,18.167044900431957,40.424474572641444,81.6053321200042,98.065358599166,10.43841807227887,41.69726375427524,68.00865183323074,35.93583556243224,84.12819570887144,25.000666906470226,59.08064214172672,67.34731046426404,12.527359346667655,13.89573614005174,48.49306000227394,89.81506595610394,34.002434080377135,71.10609832521622,54.69170523961103,31.810190269950574,51.679866537225564,67.57812115100059,81.8189740806352,60.33203730172957,58.04314560334835,56.89182356836913,67.6256340643901,56.758845766692595,90.30934209328473,87.79630795482309,89.27517242993734,17.45695753067281,98.6142135712812,40.96315515153143,51.62442136308693,19.135046945942115,77.44525323109126,12.062648515426163,100.37089438063477,17.372247580639446,57.77368726896125,64.16160565352911,77.75961828117165,22.51138254039387,55.06061448965951,20.788706487053226,68.40444513732841,39.00831118981755,82.74640173881008,56.06331021054024,79.27705399547862,51.71956377818462,26.25933408801018,18.364306464856348
6,99.6278242437483,26.684347025393762,25.891412569481485,81.20175133708523,58.78057824829286,98.15065228035601,14.273015246963945,28.624444726019934,96.18756660424381,17.66462148867756,98.49520988538441,65.79476969551193,74.07249252999986,42.86584653562303,12.985416446450422,25.827036535753482,48.04817968817465,51.45063032050203,96.08753655521976,86.8994563182743,65.14978932055381,32.00856052315922,13.96093127438209,99.91157059821977,72.96385808509336,14.406855051440907,98.99292663125753,93.86465294439314,78.77845022067885,17.920366307326468,56.24223012599067,26.041834977190664,39.735872279998404,16.747162449784152,38.657879569129236,85.72413274881981,27.7219524577763,69.07947174038374,59.52838793664327,82.35269075915947,14.368825994765478,37.36953392513482,85.2865286168377,10.993132084479226,56.79492425197207,40.359934322847664,33.07769917148055,92.81132458031831,78.9669183006887,94.71551029912112,20.492382307566974,14.534651432333465,47.15175898340431,85.336810116657,80.97466403738461,74.62912987394726,96.69629383858506,99.7116952120309,16.490219639062563,87.58044996988932,16.12300425934636,54.695967963719475,20.08543342191666,66.45188858221911,24.561033143555736,96.01204386243899,50.62855283410471,51.27392196261384,11.272833786890144,58.795295738156334,14.58988676609274,29.930582193762664,87.49359489328364,97.77042676181928,69.21079851873539,40.1229480086338,94.95078992119782,78.42197061890536,61.46029910897163,98.00296995016367,58.690117330582765,72.33140512774366,88.8021991214737,97.59582119146516,54.443642337959076,46.68233955027561,88.8107491524906,37.41672671518719,41.891385246465056,87.01711251604644,71.37933489582615,17.95201643851016,32.31573776883714,100.10503259364734,45.037138276869044,89.49478875526671,22.51681394173411,38.297599662322135,74.9820163108509,85.93120468711521
7,37.025194479273615,70.21747646427121,22.595594321001357,76.83871015728825,57.83983065684408,78.05584910681115,54.18627138211879,42.06700189195708,97.68186856342216,53.17706903488599,22.51889221427999,16.15486889332938,62.974152797974234,84.42753769147512,21.51996170842062,25.068490866454578,100.72876320624815,78.70785734396944,90.81126147257989,45.0771498000601,79.43685562053571,18.660844169887593,43.24380536179901,38.892168952419105,49.433788581374515,80.44609516850846,35.74537581478536,18.051553563135574,22.45754829494131,99.59293125356307,65.13319500820735,14.734647678473571,16.8613117946482,52.89159057655425,97.44625242474467,43.83416672941022,53.102136268217805,40.31380081543984,85.77867093211249,90.64526633099601,23.317610247011935,68.26155853914325,81.59605793857237,96.98083999300276,86.1106579510118,71.19955212679474,86.02999569576247,19.36631075629693,74.68672034736076,88.28789583976224,95.20127827172638,95.11920738420879,96.04525372026264,100.7811547773017,13.808858310593337,34.36219813096144,96.23755378485885,25.97862774153596,89.64915951881463,99.2704946427708,62.852559954961194,86.47869137586996,13.922814646795704,100.34418916899824,48.62528705179453,85.31970576461036,33.96978525094752,31.810299742964087,79.82623745845366,39.06526663753337,98.76449628864297,30.937007659678823,100.73811912304885,56.64262555446682,88.62105803737866,75.69095522808111,94.6070696932059,66.55071473129884,83.04799244248211,77.61961835146069,53.78050399097459,81.71108334274453,43.29043621953295,86.87046286097402,44.966642735379246,30.93311816727228,90.8461127508756,76.39364926889749,36.74268074642924,85.33942997862475,90.48674016379036,36.67617271832061,100.9745723694599,37.34736022388277,14.07752023912644,47.32604403290447,59.19154315731405,10.342004158355318,53.87789216792584,60.26398703920574
8,84.8169090390798,33.842349140107274,88.80348452039613,51.31834224732125,76.67350846575359,43.23037509230285,72.52279964054158,52.94928397554879,69.63993393575394,11.347799320398153,94.23549356922585,73.98364036509506,62.917367693474326,64.54794722017506,95.51720474317382,95.42603306229299,58.33033804200997,44.909766701435444,36.49251155509579,22.01226920177095,92.57050298091495,51.82416201118248,56.850118144534406,44.964491449858144,58.34146195527638,12.042384448714138,26.05344024379341,97.13894051659966,55.794559019773324,72.69659236107552,21.475132000215748,33.29344009037643,94.0884077432151,63.063682946917766,20.477907496365564,23.68881747784689,42.37515301358802,77.49535864447945,37.330290595496926,53.785885662698185,15.50287828343355,80.67767167818609,92.98947061164438,25.846304813555427,28.569289914260445,28.687886472752528,65.27656646792433,47.925067603082205,21.571036578709816,22.738662113298552,90.81248449199546,15.001310333356846,34.45422416541587,69.46776765524733,53.58833479620328,25.42969546300325,25.193417260300404,81.29194573513118,65.49807221145754,22.32541676948291,12.94869242238932,13.515387127953941,94.99740526320666,62.38689293806124,60.16437851774909,43.923615730208915,22.521505871633618,20.355502236253063,66.56307381206953,55.33145458830615,58.54400920656606,60.48776225620267,48.396764746638475,85.84869295827583,31.19799826556775,87.45230662983198,34.418558769018766,30.89864841643644,39.34888879316902,56.20157016078163,11.014778689722673,22.26991078981943,91.37651339092523,71.0192373972223,96.68885234613278,37.764540680082725,59.355910819245054,39.77207052036873,79.17145941892963,15.352853246459386,66.52223361202834,67.07068824699071,72.65541747967721,40.14224741481915,53.50876220110791,69.39048381954711,47.688727748472566,29.820120016889785,10.216151059569487,13.92484396271951
9,43.65175419742747,97.48779402574918,35.603176166661456,63.48032106154544,55.61995339298549,63.864665584238104,50.02596475579582,25.53080853500846,85.33278610365117,63.012687671041185,39.82125440231283,74.15863685079498,92.74375722003643,56.30369566604298,69.9892412534549,10.274939093035856,81.03384048602261,79.54415689984187,51.16896811877425,73.4609435691649,97.35803764790772,14.722879213605406,41.733370447720624,49.570559883663734,26.76665541458474,97.85423284179129,17.575935241735866,68.64669924565403,65.9556770654361,59.24542987167688,16.598247841233512,27.89461115086697,81.33337567425816,23.84155244594438,22.80377358162997,50.483507079218235,95.8334324489944,61.730265701404505,83.87772956134661,21.470416116868925,51.89997353810466,49.6834872337805,33.101585146471905,11.569487474008287,87.07274153517754,84.0917760714404,83.75089702162185,53.726170436835716,81.17340454709823,37.23728705270963,22.877169192320554,24.583565142086197,66.27957278617268,32.27934558245333,47.269348754350055,54.449591363124966,95.29623663010665,78.22983768368735,68.09799407957843,66.68879786345839,73.69256052704557,53.97907900635839,99.38306078734095,93.51098265153055,60.04501004791967,94.05336767955933,60.81315646156387,18.593281928512496,14.652285962224914,68.44985423856237,97.25256401483928,62.07666362786157,47.077479530548054,31.058833300066393,38.28597809266185,31.581561445845438,46.84825338671173,99.41455390933592,38.865312781107484,47.36627505878363,61.2140753482061,67.0706412268879,42.38009036554026,77.23478690946956,16.300295585294773,16.571194495101857,56.709791559194485,64.11679158237595,55.18976207246387,14.022117344168013,47.03054866014211,42.92328559139477,45.801281899146645,77.47094224393325,30.51126950548255,51.85884053191017,40.29003061525493,91.39772722742681,61.376289271177384,93.24816656258666
